t010100_3040	Saaren maat saroin jaettu	skvr03103090,skvr03106140,skvr03106170
t070100_3160	Soisi emo tyttärensä paremmaksi itseänsä	skvr05212880,skvr05312130,skvr05305180,skvr05307200,skvr13031900,skvr13032740,skvr13032760,skvr13057440,skvr13083490,skvr15105700
t070100_3170	Sopi silloin sorsan uida konsa jäässä järven reunat	skvr04117180
t070100_3180	Sukkuu, ei sikkaa	skvr05312190
t070100_3190	Sukuunsa on suopetäjä	skvr05222310,skvr05312180,skvr05312190,skvr05312220,skvr05306160
t070100_3200	Suo aina sanottavaksi, älä armoiteltavaksi	skvr04110690,skvr04107860
t070100_3210	Suotuunsa, luotuunsa, vaan ei mielitiettyynsä	skvr05312230
t070100_3220	Surma syömättä eleä	skvr15105730
t070100_3230	Susi syököön sen hevosen	skvr06127790,skvr15105750
t070100_3240	Susi syöpi köyhän lapsen	skvr05304881,skvr05304880,skvr13022080,skvr13026890
t070100_3250	Suu puhuu pullottelee, pää käskee pöllöttelee	skvr15102080
t070100_3260	Suu saattaa suen ritahan	skvr09203200,skvr06103430
t070100_3270	Suuhun neittä, päähän neittä	skvr06108150
t070100_3280	Suurus suussa, mieli päässä	skvr03118300
t070100_3290	Suuruspala, kuin suitetaan	skvr15100490
t070100_3300	Suutar on suven sukua	skvr06127800
t070100_3305	Syöden kaunonen tulee, hyvä muoto nunnotellen	skvr01114710
t070100_3310	Syöpi hauki sammakonkin, selän suuren uituaan	skvr01120210,skvr06127650,skvr07146000,skvr07146010,skvr07146020,skvr12181560,skvr15104640,skvr15104650
t070200_0130	Susi ulvoi Untereessa	skvr04105990
t070200_0140	Syö syntymättömän lihaa	skvr12182520
t070300_1170	Sainpa kummat kuulla	skvr14100750
t070300_1180	Sakkola	skvr13082510
t070300_1190	Sakkolassa kuusi kurjaa kylää	skvr13080700
t070300_1200	Sakkulainen sai jäniksen	skvr13080700,skvr13080710,skvr13126580,skvr13126590
t070300_1210	Sakkulaiset pitävät piikaa pappilassa	skvr13080700,skvr13082480
t070300_1220	Santeri myyriin	skvr14116960
t070300_1230	Sata saarta Lentualla	skvr12104360
t070300_1240	Sata saarta Sorsaveessä	skvr06165010
t070300_1250	Sepän Matti, selvä poika	skvr03139760
t070300_1260	Sikoniemen tyttö	skvr04103500
t070300_1270	Sorola, Kurenranta	skvr13082540,skvr13082550
t070300_1280	Sorvalin likka	skvr06170660
t070300_1290	Soskua	skvr13082560
t070300_1300	Supin loru	skvr10120000
t070300_1310	Susi meni Sormusen tarhaan	skvr10120010
t070300_1320	Suttila	skvr10119540,skvr10119550
t070400_0720	Sataa talonpojan papupataan	skvr08151660
t070400_0730	Se on tosi	skvr13121700
t070400_0740	Se sattaa talopojan papupattaan	skvr08151660
t070400_0750	Silmäni syyhyy oikia	skvr08144360
t070400_0760	Sip sip silakoita	skvr06127850,skvr06170681,skvr13062020
t070400_0770	Stok, stok, stokanua	skvr02113110
t070400_0780	Suur kiitosta, kostjumala	skvr06127200
t070400_0790	Suus-nanna suojenna vettä	skvr13067730
t070400_0800	Syödään kaalia	skvr13121890
t070400_0810	Syön syötävää	skvr13121900
t070500_0450	Sammakon sana	skvr10120460
t070500_0460	Sika juosta siipotteli	skvr01223780,skvr09201180,skvr11125620,skvr11125630
t070500_0470	Sika neuvoi poikiaan	skvr04107990,skvr05111940,skvr05205030,skvr13011190,skvr15105670
t070500_0480	Suden laulu	skvr10120470
t070500_0490	Susi itki poikiaan	skvr03113120
t070500_0500	Susi lausui lampahalle	skvr05112950,skvr05222930,skvr05206420,skvr05310800,skvr05301491,skvr13010530,skvr13012310,skvr13012320,skvr13014980,skvr13004550
t080100_1580	Saapiko saarella eleä?	skvr07145920
t080100_1590	Sanottiin joutuvan Savoon	skvr07120050,skvr07127290
t080100_1600	Sata savua näkyy	skvr05113110,skvr05113140,skvr05113200,skvr05220350,skvr05222670,skvr07118690,skvr13010330,skvr13012260,skvr13012270,skvr13013740,skvr13013790,skvr13002150,skvr13002170
t080100_1610	Semmonen mies sais mennä Pohjan perille	skvr06127920
t080100_1620	Seppä istui seipään nenässä, kymmenen syltä syväs	skvr13080910
t080100_1630	Siat syömättä lihovat, akat paksut polkematta	skvr03102650,skvr03141310,skvr13017340,skvr13003200
t080100_1640	Siirisilmä, kuurikulma	skvr13080720
t080100_1650	Sikoi sievin tyttäristä	skvr07145960
t080100_1660	Silloin kynkä köyhän naia	skvr05222240
t080100_1670	Silmät on kuin pikkoniiet	skvr06127950
t080100_1680	Silmät sipalat - lasna penkiltä putosin	skvr05222880,skvr13020800
t080100_1690	Siskon vieraana	skvr06103510,skvr06103520
t080100_1700	Siso ajoi ohitse - ei tule sisään	skvr05217180
t080100_1710	Sitä saaniksi sanoisin	skvr05312120
t080100_1720	Sormet täynnä sormuksii	skvr05312170
t080100_1730	Sorsall on soria rinta, kurella kumia ääni	skvr03101700,skvr03137900
t080100_1740	Souda laiva Suomeen	skvr03111380,skvr03111930,skvr03101780,skvr03102400,skvr03107260,skvr03107311,skvr03107330,skvr03107350,skvr03107410,skvr03113140,skvr03113210,skvr03113280,skvr03113730,skvr03119660,skvr03122330,skvr03127790,skvr03131600,skvr03132710,skvr03136400,skvr03138050,skvr03140580,skvr04108860,skvr04120470,skvr05110650,skvr13013660,skvr13013670,skvr13013680,skvr13013700,skvr13013710,skvr13013720,skvr13013730,skvr13013750,skvr13013790,skvr13013800,skvr13008550,skvr13104640
t080100_1750	Souda, souda, soutajani	skvr05101080,skvr05108630,skvr07105590,skvr07110550,skvr07138960,skvr07241690,skvr13013560
t080100_1760	Suon koivu, kankaan petäjä	skvr04111720,skvr04111800,skvr05111590,skvr05111600,skvr05111610,skvr05105720,skvr05107240,skvr05107520,skvr05210950,skvr05220740,skvr05222000,skvr05222310,skvr05222560,skvr05222570,skvr05312180,skvr05312190,skvr05312200,skvr05312220,skvr05306160,skvr06102520,skvr06125690,skvr06107240,skvr13012840,skvr13001620,skvr13001640,skvr13001660,skvr13079760
t080100_1770	Surma tulee sukkajalassa	skvr13080920
t080100_1780	Susi juoksi suota myöten	skvr01120960,skvr01120970,skvr07145990
t080100_1790	Susi juoksi suuret selät	skvr06104970
t080100_1800	Susi on syönyt suuren uutin	skvr04132150,skvr04139730,skvr05208900,skvr07130330
t080100_1810	Suurus suustani putosi	skvr10101710,skvr15100060
t080100_1820	Suuttu suuttu suimahutti	skvr14120870
